@odata.etag,ItemInternalId,ID,Title,Creator,Subject@odata.type,Subject,Subject#Id@odata.type,Subject#Id,Publisher,Date,ResourceType,ResourceType#Id,Format,Format#Id,Language,Language#Id,Modified,Created,Author,Author#Claims,Editor,Editor#Claims,{Identifier},{Link},{Name},{FilenameWithExtension},{Path},{HasAttachments},Source,Location,Description,Contributor
"""1""",235,235,Slawische Personnennamen in Mittelalterlichen Quellen Zur Deutschen Geschichte,Gerhard Schlimpert,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":35,""Value"":""Poland""},{""Id"":36,""Value"":""Russia""},{""Id"":40,""Value"":""Germany""},{""Id"":45,""Value"":""Czechoslovakia""}]",#Collection(Int64),"[8,35,36,40,45]",Akademie-Verlag,1978,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":4,""Value"":""German""}",4,2018-05-06T01:42:45Z,2018-05-06T01:42:45Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f235_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=235&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Slawische Personnennamen in Mittelalterlichen Quellen Zur Deutschen Geschichte,Slawische Personnennamen in Mittelalterlichen Quellen Zur Deutschen Geschichte,Lists/Resources/,False,,,Slavic names from German sources of the Middle Ages.,
"""1""",236,236,Sudetendeutsche Familiennamen aus Vorhussitischer Zeit,Ernst Schwartz,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":40,""Value"":""Germany""}]",#Collection(Int64),"[8,40]",Böhlau Verlag,1957,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":4,""Value"":""German""}",4,2018-05-06T01:49:33Z,2018-05-06T01:49:33Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f236_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=236&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Sudetendeutsche Familiennamen aus Vorhussitischer Zeit,Sudetendeutsche Familiennamen aus Vorhussitischer Zeit,Lists/Resources/,False,,,Specific to Sudetenland.  Not necessarily applicable elsewhere in Germany.,
"""1""",237,237,"The Anglo-Saxon Heritage in Middle English Personal Names, Volumes 1 & 2",Bo Seltén,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":6,""Value"":""History-of-Names""},{""Id"":7,""Value"":""Grammar-of-Names""},{""Id"":8,""Value"":""Names""},{""Id"":29,""Value"":""England""},{""Id"":54,""Value"":""1101-1150""},{""Id"":55,""Value"":""1151-1200""},{""Id"":56,""Value"":""1201-1250""},{""Id"":57,""Value"":""1251-1300""},{""Id"":58,""Value"":""1301-1350""},{""Id"":59,""Value"":""1351-1400""}]",#Collection(Int64),"[6,7,8,29,54,55,56,57,58,59]",Royal Society of Letters at Lund,1979,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-05-06T01:53:01Z,2018-05-06T01:53:01Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f237_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=237&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,"The Anglo-Saxon Heritage in Middle English Personal Names, Volumes 1 & 2","The Anglo-Saxon Heritage in Middle English Personal Names, Volumes 1 & 2",Lists/Resources/,False,,,Names of East Anglia.  Volume 1: general naming practices and elements; Volume 2: dated name lists,
"""1""",238,238,Les Noms des Juifs de France au Moyen Âge,Simon Seror,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":38,""Value"":""France""},{""Id"":47,""Value"":""Jewish""}]",#Collection(Int64),"[8,38,47]",Éditions du Centre National de la Recherche Scientifique,1989,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":3,""Value"":""French""}",3,2018-05-06T01:54:42Z,2018-05-06T01:54:42Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f238_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=238&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Les Noms des Juifs de France au Moyen Âge,Les Noms des Juifs de France au Moyen Âge,Lists/Resources/,False,,,Jewish names in France,
"""1""",239,239,English Place-Name Elements (Volumes I & II),A. H. Smith,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":7,""Value"":""Grammar-of-Names""},{""Id"":9,""Value"":""Place-Names""},{""Id"":29,""Value"":""England""}]",#Collection(Int64),"[7,9,29]",Cambridge University Press,1956,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-05-06T01:57:05Z,2018-05-06T01:57:05Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f239_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=239&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,English Place-Name Elements (Volumes I & II),English Place-Name Elements (Volumes I & II),Lists/Resources/,False,,,,
"""1""",240,240,"Personal Names, A Bibliography",Eldon Smith,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""}]",#Collection(Int64),[8],The New York Public Library,1952,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-05-06T01:59:27Z,2018-05-06T01:59:27Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f240_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=240&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,"Personal Names, A Bibliography","Personal Names, A Bibliography",Lists/Resources/,False,,,"Annotated bibliography of books and articles regarding personal names, cross referenced including by country.",
"""1""",241,241,Mittelhochdeutsches Namenbuch,Adolf Socin,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":40,""Value"":""Germany""}]",#Collection(Int64),"[8,40]",Georg Olms Verlagsbuchhandlung,1966,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":4,""Value"":""German""}",4,2018-05-06T02:01:23Z,2018-05-06T02:01:23Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f241_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=241&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Mittelhochdeutsches Namenbuch,Mittelhochdeutsches Namenbuch,Lists/Resources/,False,,,,
"""1""",242,242,Reportorium nominum gentilium et cognominum Latinorum,Heikki Solin; Olli Salonies,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":48,""Value"":""Roman""}]",#Collection(Int64),"[8,48]",Olms-Wiedmann,1988,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":4,""Value"":""German""}",4,2018-05-06T02:03:32Z,2018-05-06T02:03:32Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f242_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=242&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Reportorium nominum gentilium et cognominum Latinorum,Reportorium nominum gentilium et cognominum Latinorum,Lists/Resources/,False,,,Attested Latin genii and cognomi.,
"""1""",243,243,Name Construction in Mediævel Japan,Solveig Throndardottir,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":7,""Value"":""Grammar-of-Names""},{""Id"":8,""Value"":""Names""},{""Id"":43,""Value"":""Asia""}]",#Collection(Int64),"[7,8,43]",The Outlaw Press,1994,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-05-06T02:05:19Z,2018-05-06T02:05:19Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f243_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=243&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Name Construction in Mediævel Japan,Name Construction in Mediævel Japan,Lists/Resources/,False,,,,
"""1""",244,244,Die Kosenamen der Germanen,Franz Stark,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":40,""Value"":""Germany""}]",#Collection(Int64),"[8,40]",,1967,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":4,""Value"":""German""}",4,2018-05-06T02:07:04Z,2018-05-06T02:07:04Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f244_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=244&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Die Kosenamen der Germanen,Die Kosenamen der Germanen,Lists/Resources/,False,,,Includes variant and diminutive forms.,
"""1""",245,245,English Place Names,H. G. Stokes,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":9,""Value"":""Place-Names""},{""Id"":29,""Value"":""England""}]",#Collection(Int64),"[9,29]","B. T. Batsford, Ltd",1948,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-05-06T02:08:30Z,2018-05-06T02:08:30Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f245_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=245&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,English Place Names,English Place Names,Lists/Resources/,False,,,,
"""1""",246,246,Old English Names in Bede's History,Hilmer Ström,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":6,""Value"":""History-of-Names""},{""Id"":8,""Value"":""Names""},{""Id"":29,""Value"":""England""}]",#Collection(Int64),"[6,8,29]","Williams & Norgate, Ltd",1939,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""English""}",1,2018-05-06T02:13:24Z,2018-05-06T02:13:24Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f246_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=246&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Old English Names in Bede's History,Old English Names in Bede's History,Lists/Resources/,False,,,,
"""1""",247,247,Sveriges medeltida personnamn,anonymous,#Collection(Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference),"[{""Id"":8,""Value"":""Names""},{""Id"":34,""Value"":""Scandinavia""}]",#Collection(Int64),"[8,34]",Vitterhets Historie och Antikvitets Akademien,1967,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":0,""Value"":""Book""}",0,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":12,""Value"":""Swedish""}",12,2018-05-06T02:16:54Z,2018-05-06T02:16:54Z,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedUser"",""Claims"":""i:0#.f|membership|blacklion@antir.org"",""DisplayName"":""Black Lion Herald"",""Email"":""blacklion@antir.org"",""Picture"":""https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/UserPhoto.aspx?Size=L&AccountName=blacklion@antir.org"",""Department"":""Herald"",""JobTitle"":""Principal Herald""}",i:0#.f|membership|blacklion@antir.org,Lists%252fResources%252f247_.000,https://antirsca.sharepoint.com/sites/antirheralds90/_layouts/15/listform.aspx?PageType=4&ListId=973e83c9-26e8-42f3-8419-3843014fce73&ID=247&ContentTypeID=0x01006F695A2D1FCAB64D89E3744D7560513D,Sveriges medeltida personnamn,Sveriges medeltida personnamn,Lists/Resources/,False,,,"As of summer 2000, still published by Holmger.",
