odataPlaceholder,ItemInternalId,ID,Title,Branch,Description,Contact,Term_Ends,Holder,Successor,Department,Department_Contact,External,{FilenameWithExtension},{HasAttachments},Assistants
0,Lists%252fHeraldic%2bOffices%252f121_.000,121,Pomegranate,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""An Tir""}",,gulesandor@gmail.com,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":29,""Value"":""Elisabeth de Rossignol""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":11,""Value"":""Heralds Extraordinary""}",False,True,Pomegranate,False,[]
0,Lists%252fHeraldic%2bOffices%252f123_.000,123,Electrum,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""An Tir""}",,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":92,""Value"":""David of Moffat""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":11,""Value"":""Heralds Extraordinary""}",False,True,Electrum,False,[]
0,Lists%252fHeraldic%2bOffices%252f127_.000,127,Black Stag,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""An Tir""}",,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":28,""Value"":""Zenobia Naphtali""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":11,""Value"":""Heralds Extraordinary""}",False,True,Black Stag,False,[]
0,Lists%252fHeraldic%2bOffices%252f128_.000,128,Dandelion,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""An Tir""}",,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":32,""Value"":""Saewynn Silfrhrafn""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":11,""Value"":""Heralds Extraordinary""}",False,True,Dandelion,False,[]
0,Lists%252fHeraldic%2bOffices%252f129_.000,129,Finngall McKetterick,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""An Tir""}",,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":9,""Value"":""Finngall McKetterick""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":11,""Value"":""Heralds Extraordinary""}",False,True,Finngall McKetterick,False,[]
0,Lists%252fHeraldic%2bOffices%252f130_.000,130,Sphinx,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""An Tir""}",,sphinx@antir.org,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":19,""Value"":""Richenda du Jardin""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":11,""Value"":""Heralds Extraordinary""}",False,True,Sphinx,False,[]
0,Lists%252fHeraldic%2bOffices%252f131_.000,131,Siren,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""An Tir""}",,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":10,""Value"":""Juliana de Luna""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":11,""Value"":""Heralds Extraordinary""}",False,True,Siren,False,[]
0,Lists%252fHeraldic%2bOffices%252f132_.000,132,Terpsichores Fox,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""An Tir""}",Names Submissions,terpsichoresfox@antir.org,,,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":7,""Value"":""Submissions""}",False,False,Terpsichores Fox,False,[]
0,Lists%252fHeraldic%2bOffices%252f133_.000,133,Kateline MacFarlane,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""An Tir""}",,comstockgirl@yahoo.com,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":51,""Value"":""Kateline MacFarlane""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":11,""Value"":""Heralds Extraordinary""}",False,True,Kateline MacFarlane,False,[]
0,Lists%252fHeraldic%2bOffices%252f134_.000,134,Beare,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""An Tir""}",,beare@antir.org,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":105,""Value"":""Cormac Mór""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":11,""Value"":""Heralds Extraordinary""}",False,True,Beare,False,[]
0,Lists%252fHeraldic%2bOffices%252f136_.000,136,Scholar,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":1,""Value"":""An Tir""}",Reporting deputy for Western and Rivers,scholar@antir.org,2020-12-31,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":110,""Value"":""Angharat verch Reynulf""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":3,""Value"":""Administration""}",False,False,Scholar,False,[]
0,Lists%252fHeraldic%2bOffices%252f137_.000,137,White Dragon Pursuivant,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":13,""Value"":""Dragon's Mist""}",Branch Herald,dragonsmist.pursuivant@antir.org,2020-06-30,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":16,""Value"":""Lissette de la Rose""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",False,False,White Dragon Pursuivant,False,[]
0,Lists%252fHeraldic%2bOffices%252f138_.000,138,Red Tree,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":4,""Value"":""Madrone""}",Baronial Officer,madrone.herald@antir.org,2020-04-30,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":34,""Value"":""Simon Fisc""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",False,False,Red Tree,False,[]
0,Lists%252fHeraldic%2bOffices%252f139_.000,139,Caladphort,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":59,""Value"":""Caladphort""}",Incipient Canton Branch Officer,jg.dana@gmail.com,,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":3,""Value"":""Erik Loren Elcara""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":5,""Value"":""Branch herald""}",False,False,Caladphort,False,[]
0,Lists%252fHeraldic%2bOffices%252f140_.000,140,Plume d'Or,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":3,""Value"":""Summits""}",Deputy to Bleu Grael,,2021-06-30,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":128,""Value"":""Myvanwy verch Robert""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":6,""Value"":""Education""}",False,False,Plume d'Or,False,[]
0,Lists%252fHeraldic%2bOffices%252f141_.000,141,Silver Mountain,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":3,""Value"":""Summits""}",Contingency,silvermountain@antir.org,2022-01-08,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":77,""Value"":""Tighearnán Cearrbhach Ó Faoláin""}",,"{""@odata.type"":""#Microsoft.Azure.Connectors.SharePoint.SPListExpandedReference"",""Id"":3,""Value"":""Administration""}",False,False,Silver Mountain,False,[]
